,id,latitude,longitude,price,days_occupied_in_2019,minimum_nights,number_of_reviews,reviews_per_month,availability_2020,clusters,cluster
15875,2111172,40.71872,-73.95496,99,357,5,73,1.01,10,1,purple
15876,30541439,40.68947,-73.95269,99,358,5,1,0.09,0,0,pink
15877,2969489,40.71587,-73.95934,74,359,5,117,1.74,11,1,purple
15878,9765897,40.68552,-73.96481,40,361,5,2,0.05,0,1,purple
15879,20994674,40.69512,-73.94946,50,361,5,5,0.19,1,2,dark purple
15880,20030871,40.71078,-73.96161,70,364,5,35,1.29,5,2,dark purple
15881,24757583,40.69901,-73.97002,70,277,5,26,1.4,251,0,pink
15882,28386154,40.69633,-73.97215,85,301,5,40,2.67,126,0,pink
15883,1403466,40.69916,-73.92219,58,0,5,34,0.44,106,1,purple
15884,18997559,40.6949,-73.9116,68,8,5,24,0.79,349,2,dark purple
15885,1373456,40.7041,-73.92418,65,29,5,39,0.52,337,1,purple
15886,15511695,40.70012,-73.93775,74,107,5,19,0.5,134,2,dark purple
15887,17866018,40.69723,-73.92511,60,192,5,26,0.93,166,2,dark purple
15888,17607132,40.69482,-73.92248,49,206,5,7,0.21,355,2,dark purple
15889,6822854,40.6904,-73.91538,58,208,5,33,0.61,6,1,purple
15890,28910248,40.69454,-73.92612,95,303,5,75,5.22,143,0,pink
15891,25837478,40.68566,-73.90909,70,304,5,32,1.8,36,0,pink
15892,18460679,40.70028,-73.92439,90,309,5,23,0.73,9,2,dark purple
15893,29258871,40.69905,-73.91874,35,312,5,9,0.66,6,0,pink
15894,18109852,40.69511,-73.90715,65,340,5,21,0.68,8,2,dark purple
15895,29014353,40.68035,-73.99611,69,344,5,4,0.29,0,0,pink
15896,24267440,40.74577,-74.00369,115,16,5,9,0.49,0,0,pink
15897,17360353,40.7456,-74.00107,100,75,5,82,2.5,16,2,dark purple
15898,747029,40.74314,-74.00119,165,111,5,22,0.27,82,1,purple
15899,21995883,40.74624,-73.99273,150,300,5,4,0.17,0,0,pink
15900,21838658,40.74661,-73.99245,99,362,5,21,0.89,0,0,pink
15901,714075,40.68712,-73.95876,75,0,5,1,0.01,0,1,purple
15902,22545850,40.69207,-73.96021,60,318,5,3,0.23,0,0,pink
15903,22772279,40.69312,-73.95841,50,364,5,26,1.15,49,0,pink
15904,5003266,40.78631,-73.83923,52,116,5,10,0.64,341,1,purple
15905,20832523,40.83497,-73.9189,35,28,5,43,1.78,101,2,dark purple
15906,24287367,40.83216,-73.91598,70,192,5,4,0.32,1,0,pink
15907,17304849,40.67756,-73.95427,60,330,5,39,1.2,1,2,dark purple
15908,30067550,40.66988,-73.94682,50,344,5,1,0.08,32,0,pink
15909,24851371,40.67334,-73.93269,34,357,5,1,0.09,0,0,pink
15910,1907058,40.64913,-73.92525,67,8,5,22,0.31,358,1,purple
15911,2639521,40.64942,-73.92482,67,8,5,52,0.77,360,1,purple
15912,12915038,40.65983,-73.93472,85,157,5,71,1.73,1,2,dark purple
15913,20580419,40.65441,-73.93009,75,226,5,14,0.53,364,2,dark purple
15914,16424743,40.65737,-73.92563,90,280,5,36,1.09,21,2,dark purple
15915,30208539,40.6483,-73.92966,35,283,5,3,0.26,42,0,pink
15916,12166897,40.79636,-73.94342,89,29,5,79,2.02,327,2,dark purple
15917,18609316,40.80298,-73.94333,75,57,5,36,1.16,325,2,dark purple
15918,11295457,40.80296,-73.94399,75,57,5,43,1.15,334,2,dark purple
15919,808851,40.78728,-73.94579,95,183,5,166,1.96,226,1,purple
15920,27359696,40.66983,-73.87745,65,11,5,22,1.35,348,0,pink
15921,14888012,40.67257,-73.89082,55,284,5,32,0.84,0,2,dark purple
15922,8250925,40.72255,-73.97813,90,114,5,100,1.96,44,1,purple
15923,1028263,40.72944,-73.98645,60,158,5,70,0.87,216,1,purple
15924,18543045,40.72205,-73.98389,169,294,5,34,1.12,243,2,dark purple
15925,975965,40.72792,-73.98507,91,305,5,421,5.16,64,1,purple
15926,957642,40.66167,-73.95098,49,16,5,120,1.47,333,1,purple
15927,6146783,40.64224,-73.96273,45,79,5,64,1.41,305,1,purple
15928,8228217,40.64438,-73.95408,55,276,5,4,0.08,89,1,purple
15929,12345178,40.74849,-73.82914,50,195,5,85,1.95,172,2,dark purple
15930,20862285,40.73715,-73.84792,40,293,5,22,0.82,64,2,dark purple
15931,1126492,40.68769,-73.9749,99,25,5,4,0.14,218,1,purple
15932,11923881,40.68762,-73.97516,150,217,5,2,0.12,0,2,dark purple
15933,26097566,40.68792,-73.97671,245,218,5,4,0.3,132,0,pink
15934,26953879,40.6881,-73.97642,86,312,5,15,1.26,0,0,pink
15935,30173864,40.68665,-73.97183,112,360,5,3,0.29,0,0,pink
15936,30555898,40.71954,-73.9461,110,0,5,1,0.09,1,0,pink
15937,27606720,40.73439,-73.95839,120,5,5,11,0.73,153,0,pink
15938,8552070,40.73407,-73.95752,70,98,5,19,0.38,285,1,purple
15939,20435636,40.72767,-73.95084,80,208,5,19,0.95,0,2,dark purple
15940,22067826,40.72977,-73.9525,80,208,5,19,0.96,0,0,pink
15941,27929288,40.73029,-73.9515,74,209,5,1,0.08,168,0,pink
15942,18548112,40.7331,-73.99923,90,44,5,81,2.58,0,2,dark purple
15943,14335179,40.72915,-74.00106,115,333,5,77,1.91,109,2,dark purple
15944,26052294,40.72844,-74.00025,100,360,5,8,0.46,4,0,pink
15945,30071646,40.65978,-73.99406,50,340,5,3,0.25,0,0,pink
15946,1619695,40.82184,-73.95031,69,64,5,164,2.16,110,1,purple
15947,30067603,40.82411,-73.95441,47,162,5,48,3.78,4,0,pink
15948,30340086,40.82388,-73.95527,40,168,5,39,3.2,2,0,pink
15949,30233548,40.82206,-73.95573,50,289,5,58,4.66,0,0,pink
15950,16844707,40.82545,-73.95295,60,318,5,12,0.63,0,2,dark purple
15951,24892670,40.82331,-73.94403,50,355,5,1,0.05,0,0,pink
15952,3758296,40.80645,-73.95804,95,7,5,27,0.43,348,1,purple
15953,19346150,40.80723,-73.96222,50,24,5,20,0.67,308,2,dark purple
15954,1484031,40.80427,-73.95404,95,42,5,20,0.26,363,1,purple
15955,13426615,40.80945,-73.94648,75,58,5,21,0.51,71,2,dark purple
15956,10135104,40.82774,-73.94983,75,154,5,92,1.92,63,1,purple
15957,14858777,40.81172,-73.94456,71,169,5,6,0.16,314,2,dark purple
15958,22294028,40.82258,-73.95368,80,237,5,83,3.51,0,0,pink
15959,20695930,40.8098,-73.9441,89,242,5,42,1.58,103,2,dark purple
15960,29685583,40.81834,-73.95583,68,281,5,49,3.77,0,0,pink
15961,11524437,40.79712,-73.93469,44,286,5,17,0.38,254,2,dark purple
15962,1072212,40.825,-73.94132,50,296,5,148,1.88,0,1,purple
15963,1403635,40.82036,-73.95589,75,335,5,3,0.13,0,1,purple
15964,2200247,40.79999,-73.95367,75,336,5,27,0.6,69,1,purple
15965,11967737,40.83342,-73.94949,40,337,5,6,0.14,0,2,dark purple
15966,30180208,40.81533,-73.95733,70,357,5,3,0.25,0,0,pink
15967,2419574,40.76589,-73.98536,124,213,5,271,3.92,254,1,purple
15968,18348512,40.76534,-73.9894,60,303,5,36,1.17,67,2,dark purple
15969,16366928,40.81841,-73.89067,45,93,5,20,0.63,342,2,dark purple
15970,15912452,40.86859,-73.91948,45,360,5,30,0.82,0,2,dark purple
15971,23667137,40.714,-73.77787,72,1,5,6,0.29,339,0,pink
15972,26665850,40.69066,-73.78759,44,13,5,10,0.6,358,0,pink
15973,1815505,40.71594,-73.82264,56,35,5,89,1.2,62,1,purple
15974,11554255,40.67667,-73.79829,40,51,5,11,0.29,364,2,dark purple
15975,13652851,40.69061,-73.73917,40,186,5,1,0.03,179,2,dark purple
15976,28961919,40.70864,-73.76683,65,214,5,10,0.76,179,0,pink
15977,18812046,40.68722,-73.73254,80,275,5,26,0.93,73,2,dark purple
15978,1842739,40.73544,-73.97465,120,116,5,56,0.78,115,1,purple
15979,1785942,40.65987,-73.95076,44,9,5,79,1.06,308,1,purple
15980,28867389,40.66357,-73.948,59,362,5,7,0.5,5,0,pink
15981,29740703,40.74813,-73.93852,69,362,5,4,0.32,0,0,pink
15982,18956236,40.7476,-73.94433,74,362,5,37,1.25,0,2,dark purple
15983,30443961,40.71383,-73.98867,60,41,5,24,2.03,317,0,pink
15984,15789405,40.7208,-73.9819,75,116,5,1,0.04,308,2,dark purple
15985,4016142,40.71891,-73.98592,170,144,5,25,0.39,193,1,purple
15986,18490798,40.71459,-73.98042,120,209,5,34,1.12,153,2,dark purple
15987,21788114,40.71925,-73.99418,129,219,5,5,0.34,140,0,pink
15988,13511359,40.72152,-73.9838,109,288,5,28,0.86,172,2,dark purple
15989,6114353,40.71974,-73.98549,89,364,5,21,0.41,0,1,purple
15990,5659204,40.83514,-73.94334,78,1,5,3,0.56,289,1,purple
15991,30274568,40.86184,-73.92757,80,5,5,2,0.18,360,0,pink
15992,22809557,40.71527,-73.9898,69,10,5,8,0.38,346,0,pink
15993,25085816,40.80173,-73.94035,65,12,5,12,0.65,308,0,pink
15994,15392689,40.80242,-73.94215,5000,14,5,1,0.1,338,2,dark purple
15995,11894427,40.79556,-73.9325,95,18,5,4,0.35,364,2,dark purple
15996,5040653,40.71723,-73.99164,150,22,5,38,0.68,350,1,purple
15997,753622,40.73233,-73.98695,95,23,5,67,0.87,351,1,purple
15998,1252565,40.82427,-73.94428,58,24,5,67,0.87,1,1,purple
15999,30172902,40.71284,-73.98861,75,27,5,31,2.65,289,0,pink
16000,5873714,40.73182,-73.9845,195,40,5,19,0.34,327,1,purple
16001,17346379,40.84099,-73.93694,73,59,5,54,1.62,315,2,dark purple
16002,24080143,40.74648,-74.00266,89,76,5,53,3.31,0,0,pink
16003,1263964,40.81388,-73.95105,95,83,5,216,2.83,338,1,purple
16004,21227069,40.80305,-73.95766,50,85,5,8,0.31,157,2,dark purple
16005,13231566,40.71085,-74.0083,59,98,5,35,0.86,231,2,dark purple
16006,25950590,40.8018,-73.96264,115,105,5,27,1.53,140,0,pink
16007,4308991,40.72607,-73.98867,149,122,5,8,0.16,66,1,purple
16008,26408958,40.8072,-73.94313,149,142,5,20,1.41,248,0,pink
16009,17342599,40.84114,-73.93639,69,155,5,35,1.06,204,2,dark purple
16010,1212319,40.85121,-73.93734,55,158,5,4,0.06,333,1,purple
16011,21596520,40.82397,-73.95453,55,173,5,140,5.52,58,0,pink
16012,11553765,40.71351,-73.99692,150,177,5,37,0.81,0,2,dark purple
16013,23402559,40.71925,-73.99301,81,186,5,31,1.46,59,0,pink
16014,28611623,40.82253,-73.95525,53,195,5,55,3.78,3,0,pink
16015,14452731,40.82112,-73.95112,69,202,5,98,2.43,0,2,dark purple
16016,30541377,40.82576,-73.94454,43,215,5,1,0.09,0,0,pink
16017,24477757,40.722,-73.98396,89,220,5,16,0.88,0,0,pink
16018,15720448,40.70488,-74.00744,104,238,5,49,1.32,280,2,dark purple
16019,20175580,40.75747,-73.99039,174,292,5,31,1.1,89,2,dark purple
16020,29104786,40.82452,-73.94427,56,293,5,34,2.96,134,0,pink
16021,29093302,40.79913,-73.95357,120,294,5,3,0.23,0,0,pink
16022,2570488,40.73112,-73.98558,90,298,5,118,1.73,67,1,purple
16023,12110663,40.80726,-73.95178,82,301,5,115,2.6,0,2,dark purple
16024,1307095,40.73227,-73.98451,109,304,5,5,0.06,19,1,purple
16025,15519679,40.81678,-73.93836,40,305,5,3,0.13,0,2,dark purple
16026,16275887,40.82207,-73.95332,45,321,5,52,1.46,0,2,dark purple
16027,30418220,40.8206,-73.93779,65,323,5,1,0.09,0,0,pink
16028,28956510,40.72039,-73.99851,249,332,5,3,0.21,0,0,pink
16029,27313587,40.72071,-73.97822,55,333,5,2,0.12,0,0,pink
16030,16937801,40.82793,-73.94349,85,334,5,8,0.25,0,2,dark purple
16031,9196408,40.82411,-73.94404,65,334,5,2,0.04,308,1,purple
16032,29303639,40.76525,-73.98058,279,341,5,3,0.27,9,0,pink
16033,29629862,40.72243,-74.00027,80,343,5,1,0.11,0,0,pink
16034,1763956,40.76421,-73.99115,80,343,5,73,1.78,92,1,purple
16035,26788437,40.72785,-73.98684,130,344,5,23,1.35,0,0,pink
16036,30187850,40.79535,-73.9641,120,347,5,1,0.09,32,0,pink
16037,5040218,40.76159,-73.99824,69,348,5,26,0.66,0,1,purple
16038,29998656,40.72863,-74.00125,43,351,5,3,0.24,2,0,pink
16039,10509662,40.72302,-74.00487,82,352,5,12,0.27,0,2,dark purple
16040,8583175,40.82855,-73.94033,25,353,5,27,0.53,31,1,purple
16041,13700298,40.83619,-73.94099,65,354,5,117,2.79,8,2,dark purple
16042,30347868,40.77409,-73.9519,95,355,5,11,0.99,74,0,pink
16043,21851390,40.72863,-73.99008,70,359,5,9,0.36,0,0,pink
16044,20899758,40.8292,-73.94742,189,360,5,6,0.26,2,2,dark purple
16045,14429513,40.75066,-73.99944,139,363,5,129,3.62,66,2,dark purple
16046,12063562,40.75827,-73.98825,200,0,5,4,0.09,365,2,dark purple
16047,14840822,40.75015,-73.97082,200,25,5,49,1.25,345,2,dark purple
16048,6484983,40.7644,-73.99338,130,26,5,23,0.84,353,1,purple
16049,6612664,40.7617,-73.99244,75,124,5,60,1.35,247,1,purple
16050,13876681,40.75981,-73.99118,150,194,5,22,0.54,173,2,dark purple
16051,7883602,40.76595,-73.98883,124,211,5,63,2.24,147,1,purple
16052,7883623,40.76483,-73.98981,124,211,5,141,2.73,214,1,purple
16053,2665579,40.76152,-73.99109,84,252,5,196,2.87,139,1,purple
16054,13497388,40.75948,-73.98631,169,277,5,19,0.45,0,2,dark purple
16055,28344161,40.76054,-73.96425,75,332,5,2,0.44,0,0,pink
16056,29631302,40.76381,-73.9919,120,333,5,1,0.09,0,0,pink
16057,24412104,40.74408,-73.97803,10,343,5,53,2.69,30,0,pink
16058,15114433,40.74825,-73.97673,85,39,5,3,0.13,365,2,dark purple
16059,5889379,40.81935,-73.90772,65,220,5,21,0.78,57,1,purple
16060,9007591,40.67037,-73.97637,105,18,5,37,0.74,1,1,purple
16061,9147431,40.67143,-73.97538,125,21,5,28,0.57,345,1,purple
16062,2248069,40.67232,-73.97879,50,54,5,50,0.7,328,1,purple
16063,26228457,40.66323,-73.98138,60,264,5,10,0.6,76,0,pink
16064,19344750,40.66242,-73.98103,60,301,5,15,0.53,72,2,dark purple
16065,28137157,40.66959,-73.75246,100,0,5,3,0.2,365,0,pink
16066,26992139,40.66726,-73.78666,70,3,5,47,2.78,365,0,pink
16067,2677779,40.75107,-73.87654,60,6,5,69,1.01,364,1,purple
16068,21931979,40.76245,-73.8238,38,8,5,40,1.69,358,0,pink
16069,22965846,40.73677,-73.84784,40,10,5,3,0.15,339,0,pink
16070,10231294,40.69454,-73.85041,45,10,5,35,0.78,347,1,purple
16071,7597750,40.75037,-73.91265,55,13,5,33,0.63,3,1,purple
16072,4987929,40.76357,-73.92829,100,15,5,49,0.88,347,1,purple
16073,13821190,40.75528,-73.91628,55,19,5,43,1.09,301,2,dark purple
16074,1914787,40.71477,-73.82012,66,19,5,97,1.32,315,1,purple
16075,18121314,40.69661,-73.90022,56,25,5,86,2.84,166,2,dark purple
16076,8505781,40.67068,-73.76711,55,26,5,36,0.72,285,1,purple
16077,15031599,40.69626,-73.8488,45,26,5,18,0.46,338,2,dark purple
16078,12711153,40.74903,-73.82938,40,30,5,109,2.48,338,2,dark purple
16079,14487072,40.69461,-73.8486,45,32,5,24,0.6,347,2,dark purple
16080,9996946,40.76273,-73.91642,95,41,5,67,1.4,346,1,purple
16081,1107976,40.736,-73.92425,35,44,5,69,1.79,0,1,purple
16082,9563873,40.69009,-73.79555,37,46,5,47,0.98,343,1,purple
16083,29338559,40.76902,-73.91856,49,56,5,15,1.11,356,0,pink
16084,13100277,40.75266,-73.90336,70,100,5,12,0.33,117,2,dark purple
16085,18753406,40.75777,-73.91577,69,121,5,18,0.58,257,2,dark purple
16086,30343546,40.69598,-73.89972,56,122,5,31,2.73,132,0,pink
16087,3354605,40.74781,-73.89607,48,197,5,20,0.81,2,1,purple
16088,15328237,40.74569,-73.94684,100,197,5,10,0.28,53,2,dark purple
16089,12932670,40.74954,-73.82829,60,200,5,70,1.64,174,2,dark purple
16090,17654611,40.74117,-73.94904,75,212,5,22,0.67,151,2,dark purple
16091,28137623,40.66932,-73.7514,95,275,5,3,0.22,365,0,pink
16092,20607771,40.76398,-73.91974,90,282,5,2,0.07,83,2,dark purple
16093,15436800,40.73759,-73.86351,65,295,5,39,1.09,51,2,dark purple
16094,17463419,40.69406,-73.90068,31,300,5,89,2.71,60,2,dark purple
16095,17094226,40.76123,-73.88597,75,326,5,83,2.5,7,2,dark purple
16096,30132666,40.75978,-73.91748,80,336,5,1,0.08,54,0,pink
16097,5344850,40.74705,-73.89564,38,349,5,13,0.23,0,1,purple
16098,30471690,40.76626,-73.91422,100,350,5,4,0.95,0,0,pink
16099,14882137,40.70925,-73.91124,50,57,5,2,0.05,308,2,dark purple
16100,29940771,40.73695,-73.92376,69,7,5,8,0.64,305,0,pink
16101,29945765,40.73511,-73.92488,79,21,5,1,0.09,347,0,pink
16102,16859099,40.73661,-73.92514,32,160,5,55,1.61,338,2,dark purple
16103,1903198,40.73673,-73.92526,45,161,5,82,2.25,0,1,purple
16104,21751907,40.64736,-74.0106,40,346,5,3,0.13,0,0,pink
16105,15301748,40.85585,-73.86486,45,11,5,77,2.0,346,2,dark purple
16106,26866997,40.83224,-73.92068,38,13,5,6,0.36,339,0,pink
16107,7502146,40.81395,-73.88675,40,31,5,25,0.48,356,1,purple
16108,3191678,40.89603,-73.89958,75,54,5,37,0.65,338,1,purple
16109,28872377,40.81377,-73.88933,55,61,5,4,0.3,344,0,pink
16110,15345313,40.81658,-73.88889,59,134,5,16,0.43,343,2,dark purple
16111,18291430,40.87492,-73.91164,44,163,5,20,0.64,155,2,dark purple
16112,13894813,40.75888,-73.98467,113,126,5,17,0.48,226,2,dark purple
16113,27832135,40.7181,-74.00999,197,203,5,3,0.2,88,0,pink
16114,2141975,40.77459,-73.95149,85,16,5,51,0.82,337,1,purple
16115,11531744,40.76973,-73.9566,89,289,5,20,0.44,4,2,dark purple
16116,5649580,40.77618,-73.95627,195,299,5,56,1.0,0,1,purple
16117,8663101,40.7936,-73.97442,100,42,5,100,2.04,0,1,purple
16118,7612456,40.791,-73.9722,103,106,5,46,1.39,0,1,purple
16119,1294973,40.79475,-73.976,140,322,5,105,1.48,27,1,purple
16120,864790,40.77366,-73.98574,125,364,5,79,0.96,0,1,purple
16121,1628564,40.83942,-73.93855,79,25,5,125,1.66,102,1,purple
16122,29871943,40.84616,-73.93855,60,25,5,1,0.31,363,0,pink
16123,28259702,40.8453,-73.93795,52,66,5,13,0.86,307,0,pink
16124,23965460,40.86058,-73.9274,100,192,5,5,0.29,90,0,pink
16125,27937564,40.73086,-74.00498,130,225,5,4,0.27,93,0,pink
16126,10925309,40.72965,-74.00261,99,319,5,66,1.55,13,2,dark purple
16127,2285444,40.73521,-74.00089,100,324,5,8,0.22,63,1,purple
16128,28135177,40.73039,-74.00208,140,362,5,4,0.26,0,0,pink
16129,9597258,40.88165,-73.85625,34,147,5,20,0.42,22,1,purple
16130,8275331,40.88301,-73.85452,65,199,5,24,0.5,52,1,purple
16131,25813627,40.71531,-73.96548,425,13,5,9,0.64,171,0,pink
16132,9994765,40.71841,-73.96389,105,21,5,10,0.21,343,1,purple
16133,2117705,40.71258,-73.96392,100,183,5,53,1.7,12,1,purple
16134,9433088,40.70851,-73.94244,130,199,5,115,2.49,350,1,purple
16135,18615903,40.70904,-73.9398,95,296,5,85,2.72,55,2,dark purple
16136,27610174,40.70652,-73.93905,80,311,5,5,0.32,61,0,pink
16137,807535,40.70876,-73.94971,79,339,5,6,0.21,259,1,purple
16138,28316936,40.70874,-73.95237,63,352,5,29,1.98,5,0,pink
16139,22060924,40.70781,-73.94375,50,353,5,2,0.14,0,0,pink
16140,30294304,40.71266,-73.95863,115,354,5,1,0.09,2,0,pink
16141,25446811,40.7117,-73.94388,100,354,5,42,2.32,85,0,pink
16142,19488192,40.71619,-73.96126,80,355,5,7,0.37,15,2,dark purple
16143,9061145,40.71316,-73.96254,99,357,5,27,0.54,42,1,purple
16144,20206733,40.71987,-73.96141,55,361,5,4,0.14,0,2,dark purple
16145,25080097,40.72015,-73.96117,75,362,5,2,0.11,0,0,pink
16146,6555427,40.77209,-73.91096,50,7,6,14,0.28,0,1,purple
16147,6480685,40.77209,-73.91082,45,28,6,26,0.5,338,1,purple
16148,22321708,40.77626,-73.92462,49,334,6,14,0.6,30,0,pink
16149,3627589,40.68599,-73.95182,34,176,6,91,1.4,36,1,purple
16150,28218710,40.67841,-73.94477,75,277,6,1,0.07,88,0,pink
16151,29245492,40.69137,-73.95878,59,295,6,14,1.09,151,0,pink
16152,24039582,40.68491,-73.93399,45,327,6,37,1.89,53,0,pink
16153,9823085,40.68786,-73.95019,65,338,6,14,0.55,23,1,purple
16154,21661235,40.6864,-73.91858,50,357,6,8,0.34,15,0,pink
16155,3093469,40.68541,-73.96728,93,5,6,113,1.68,335,1,purple
16156,24332080,40.67004,-73.92207,54,15,6,7,0.49,242,0,pink
16157,19294842,40.66906,-73.87805,55,15,6,24,1.48,338,2,dark purple
16158,26043335,40.64595,-73.97578,60,17,6,4,0.34,339,0,pink
16159,6063050,40.68669,-73.93452,55,17,6,57,1.02,359,1,purple
16160,27359897,40.67061,-73.8759,45,51,6,36,2.2,340,0,pink
16161,13065347,40.68122,-73.90399,42,56,6,15,0.86,155,2,dark purple
16162,21715749,40.71262,-73.94815,100,234,6,5,0.33,184,0,pink
16163,16161688,40.71332,-73.96585,72,275,6,9,0.25,80,2,dark purple
16164,28965609,40.69476,-73.94821,82,282,6,12,0.85,73,0,pink
16165,29037043,40.69402,-73.94679,72,285,6,12,0.93,66,0,pink
16166,3043467,40.69405,-73.99634,70,289,6,17,0.54,180,1,purple
16167,21185448,40.67335,-73.95391,37,290,6,27,1.38,66,2,dark purple
16168,30465706,40.6702,-73.92306,54,297,6,5,0.42,5,0,pink
16169,16614713,40.66489,-73.9805,80,302,6,38,1.08,79,2,dark purple
16170,26805201,40.70136,-73.9269,70,306,6,7,0.41,0,0,pink
16171,15453848,40.66469,-73.95125,35,308,6,4,0.11,0,2,dark purple
16172,27876546,40.70777,-73.92115,59,326,6,46,2.96,22,0,pink
16173,27812071,40.70767,-73.92307,49,331,6,38,2.52,10,0,pink
16174,22670106,40.68726,-73.90621,39,331,6,46,1.99,319,0,pink
16175,22545206,40.68741,-73.9066,38,344,6,64,2.76,299,0,pink
16176,29824401,40.70933,-73.94651,80,351,6,7,0.56,11,0,pink
16177,18515889,40.69945,-73.93667,70,352,6,5,0.17,0,2,dark purple
16178,11580884,40.70395,-73.93367,50,357,6,12,0.27,0,2,dark purple
16179,18767961,40.70257,-73.98053,80,359,6,62,2.24,7,2,dark purple
16180,3411815,40.7044,-73.98153,85,363,6,89,1.49,11,1,purple
16181,27159664,40.6939,-73.93239,50,364,6,2,0.13,0,0,pink
16182,12071454,40.6826,-73.90411,40,100,6,37,0.82,328,2,dark purple
16183,9043290,40.69349,-73.92312,50,116,6,5,0.12,345,1,purple
16184,26317923,40.70009,-73.94015,75,323,6,2,0.14,86,0,pink
16185,22670366,40.68757,-73.90737,39,356,6,48,2.08,170,0,pink
16186,2155128,40.70526,-73.92272,47,363,6,178,2.88,90,1,purple
16187,29243499,40.69107,-73.95878,60,291,6,13,1.06,101,0,pink
16188,18050070,40.66914,-73.95333,50,294,6,26,0.81,0,2,dark purple
16189,16791336,40.72931,-73.98258,100,312,6,5,0.17,0,2,dark purple
16190,9278192,40.74507,-73.88352,58,26,6,90,1.86,334,1,purple
16191,16965094,40.74552,-73.88285,55,36,6,83,2.49,312,2,dark purple
16192,25842433,40.7448,-73.88177,45,49,6,37,2.12,299,0,pink
16193,28340606,40.706,-74.0077,115,328,6,8,0.54,9,0,pink
16194,14534676,40.64528,-73.9612,95,80,6,3,0.08,356,2,dark purple
16195,28756175,40.65345,-73.94881,43,269,6,2,0.14,329,0,pink
16196,20714517,40.61802,-73.92866,30,162,6,18,0.66,351,2,dark purple
16197,6348972,40.80581,-73.95,69,6,6,41,0.74,340,1,purple
16198,21076625,40.80752,-73.94994,65,7,6,11,0.42,354,2,dark purple
16199,12511986,40.81614,-73.94429,90,21,6,8,0.19,335,2,dark purple
16200,13694129,40.81596,-73.95999,68,275,6,37,0.89,68,2,dark purple
16201,12025968,40.79796,-73.93921,46,309,6,59,1.34,12,2,dark purple
16202,4645824,40.65859,-73.96196,40,285,6,10,0.19,29,1,purple
16203,15896529,40.71542,-73.99045,119,151,6,138,3.72,198,2,dark purple
16204,8069858,40.71743,-73.99372,59,207,6,78,1.53,234,1,purple
16205,28009721,40.84536,-73.93564,77,4,6,7,0.49,359,0,pink
16206,2508745,40.81456,-73.94583,100,7,6,15,0.23,335,1,purple
16207,5525510,40.71705,-73.99668,62,40,6,71,1.32,353,1,purple
16208,18369169,40.76217,-73.98765,130,42,6,105,3.32,256,2,dark purple
16209,3602534,40.83473,-73.93982,145,131,6,67,1.17,0,1,purple
16210,4439602,40.72624,-73.99018,100,140,6,12,0.56,77,1,purple
16211,30444617,40.76569,-73.98556,66,186,6,2,0.26,169,0,pink
16212,3747567,40.79416,-73.93984,80,206,6,51,0.8,149,1,purple
16213,21395349,40.72025,-73.97833,86,214,6,5,0.2,0,2,dark purple
16214,15399008,40.79858,-73.97301,95,214,6,4,0.13,64,2,dark purple
16215,13528101,40.77512,-73.95254,110,232,6,37,0.97,16,2,dark purple
16216,16331974,40.76485,-73.96007,105,270,6,6,0.17,228,2,dark purple
16217,13559570,40.81558,-73.95847,68,275,6,12,0.29,68,2,dark purple
16218,13550201,40.81441,-73.9589,68,275,6,22,0.52,69,2,dark purple
16219,23378076,40.84442,-73.94039,115,275,6,2,0.14,90,0,pink
16220,23920657,40.77038,-73.95273,105,278,6,2,0.1,351,0,pink
16221,14064701,40.73038,-73.98458,170,288,6,33,0.8,56,2,dark purple
16222,26713367,40.72382,-73.97683,110,293,6,8,0.58,21,0,pink
16223,2057595,40.72829,-73.98907,69,297,6,45,0.62,178,1,purple
16224,23454631,40.84305,-73.93877,99,300,6,5,0.24,90,0,pink
16225,3218320,40.72243,-73.99655,125,314,6,3,0.05,63,1,purple
16226,30400683,40.80666,-73.95691,90,350,6,4,0.45,0,0,pink
16227,9155212,40.72525,-73.98691,85,350,6,11,0.22,15,1,purple
16228,23838734,40.80096,-73.9542,65,351,6,12,0.57,0,0,pink
16229,8798499,40.71591,-73.99488,79,362,6,40,0.82,115,1,purple
16230,29737954,40.76579,-73.98557,140,346,6,1,0.08,29,0,pink
16231,4343956,40.8067,-73.95799,107,189,6,14,0.46,1,1,purple
16232,2545184,40.87605,-73.88047,70,85,6,40,0.67,279,1,purple
16233,29005507,40.66656,-73.98204,85,301,6,21,1.5,0,0,pink
16234,6472275,40.77077,-73.90903,45,10,6,4,0.08,344,1,purple
16235,21643550,40.74425,-73.88311,58,26,6,51,2.09,328,0,pink
16236,21549554,40.74403,-73.88167,58,61,6,64,2.6,324,0,pink
16237,18888212,40.7224,-73.81039,40,312,6,6,0.4,65,2,dark purple
16238,6701706,40.74573,-73.92261,49,38,6,15,0.28,279,1,purple
16239,4942523,40.73835,-73.92636,70,324,6,67,1.28,10,1,purple
16240,9513511,40.85753,-73.86605,65,1,6,9,0.22,364,1,purple
16241,5384774,40.59696,-73.75524,42,16,6,3,0.05,273,1,purple
16242,5188840,40.59642,-73.75606,38,149,6,6,0.12,287,1,purple
16243,30226855,40.76734,-73.95233,100,210,6,45,3.63,91,0,pink
16244,19171670,40.77226,-73.95983,115,278,6,12,0.44,89,2,dark purple
